2025-06-10 07:54:49 | INFO   | binanceWebsocket.py::websocket_binance_price_listener() | Connecting to wss://fstream.binance.com/ws/solusdt@ticker
2025-06-10 07:55:07 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513306730, 's': 'SOLUSDT', 'p': '8.8100', 'P': '5.785', 'w': '154.8081', 'c': '161.1000', 'Q': '0.08', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20922904.24', 'q': '3239034764.8377', 'O': 1749426900000, 'C': 1749513306724, 'F': 2379020632, 'L': 2381359059, 'n': 2338141}
2025-06-10 07:55:08 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:08 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513308784, 's': 'SOLUSDT', 'p': '8.8000', 'P': '5.778', 'w': '154.8081', 'c': '161.0900', 'Q': '0.05', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20922948.43', 'q': '3239041883.5802', 'O': 1749426900000, 'C': 1749513308780, 'F': 2379020632, 'L': 2381359071, 'n': 2338153}
2025-06-10 07:55:11 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:11 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513309738, 's': 'SOLUSDT', 'p': '8.7900', 'P': '5.772', 'w': '154.8081', 'c': '161.0800', 'Q': '29.69', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20923110.22', 'q': '3239067946.0252', 'O': 1749426900000, 'C': 1749513309735, 'F': 2379020632, 'L': 2381359094, 'n': 2338176}
2025-06-10 07:55:12 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:12 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513312856, 's': 'SOLUSDT', 'p': '8.7700', 'P': '5.759', 'w': '154.8083', 'c': '161.0600', 'Q': '0.23', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20923464.55', 'q': '3239125016.8773', 'O': 1749426900000, 'C': 1749513312851, 'F': 2379020632, 'L': 2381359134, 'n': 2338216}
2025-06-10 07:55:14 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:14 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513314339, 's': 'SOLUSDT', 'p': '8.7400', 'P': '5.739', 'w': '154.8083', 'c': '161.0300', 'Q': '1.11', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20923558.77', 'q': '3239140189.5617', 'O': 1749426900000, 'C': 1749513314334, 'F': 2379020632, 'L': 2381359170, 'n': 2338252}
2025-06-10 07:55:16 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:16 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513316823, 's': 'SOLUSDT', 'p': '8.7300', 'P': '5.732', 'w': '154.8083', 'c': '161.0200', 'Q': '1.25', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20923568.93', 'q': '3239141825.5815', 'O': 1749426900000, 'C': 1749513316817, 'F': 2379020632, 'L': 2381359182, 'n': 2338264}
2025-06-10 07:55:19 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:19 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513318475, 's': 'SOLUSDT', 'p': '8.6700', 'P': '5.693', 'w': '154.8093', 'c': '160.9600', 'Q': '1.00', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20927125.97', 'q': '3239714494.4759', 'O': 1749426900000, 'C': 1749513318471, 'F': 2379020632, 'L': 2381359434, 'n': 2338516}
2025-06-10 07:55:20 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:20 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513320787, 's': 'SOLUSDT', 'p': '8.6800', 'P': '5.700', 'w': '154.8094', 'c': '160.9700', 'Q': '0.04', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20927506.59', 'q': '3239775759.2597', 'O': 1749426900000, 'C': 1749513320783, 'F': 2379020632, 'L': 2381359484, 'n': 2338566}
2025-06-10 07:55:23 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:23 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513322825, 's': 'SOLUSDT', 'p': '8.6800', 'P': '5.700', 'w': '154.8096', 'c': '160.9700', 'Q': '0.36', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20927997.20', 'q': '3239854732.9914', 'O': 1749426900000, 'C': 1749513322821, 'F': 2379020632, 'L': 2381359509, 'n': 2338591}
2025-06-10 07:55:25 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:25 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513324499, 's': 'SOLUSDT', 'p': '8.6900', 'P': '5.706', 'w': '154.8096', 'c': '160.9800', 'Q': '0.91', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20928027.42', 'q': '3239859597.8066', 'O': 1749426900000, 'C': 1749513324494, 'F': 2379020632, 'L': 2381359517, 'n': 2338599}
2025-06-10 07:55:27 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:27 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513326893, 's': 'SOLUSDT', 'p': '8.6900', 'P': '5.706', 'w': '154.8096', 'c': '160.9800', 'Q': '1.08', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20928035.65', 'q': '3239860922.6151', 'O': 1749426900000, 'C': 1749513326888, 'F': 2379020632, 'L': 2381359526, 'n': 2338608}
2025-06-10 07:55:28 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:28 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513328882, 's': 'SOLUSDT', 'p': '8.6700', 'P': '5.693', 'w': '154.8097', 'c': '160.9600', 'Q': '1.24', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20928360.04', 'q': '3239913137.8226', 'O': 1749426900000, 'C': 1749513328878, 'F': 2379020632, 'L': 2381359563, 'n': 2338645}
2025-06-10 07:55:31 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:31 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513330829, 's': 'SOLUSDT', 'p': '8.6800', 'P': '5.700', 'w': '154.8097', 'c': '160.9700', 'Q': '0.47', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20928360.78', 'q': '3239913256.9377', 'O': 1749426900000, 'C': 1749513330824, 'F': 2379020632, 'L': 2381359566, 'n': 2338648}
2025-06-10 07:55:33 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:33 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513332398, 's': 'SOLUSDT', 'p': '8.6700', 'P': '5.693', 'w': '154.8097', 'c': '160.9600', 'Q': '9.48', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20928422.89', 'q': '3239923254.2647', 'O': 1749426900000, 'C': 1749513332392, 'F': 2379020632, 'L': 2381359578, 'n': 2338660}
2025-06-10 07:55:35 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:35 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513334912, 's': 'SOLUSDT', 'p': '8.6700', 'P': '5.693', 'w': '154.8097', 'c': '160.9600', 'Q': '2.57', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20928449.77', 'q': '3239927580.9126', 'O': 1749426900000, 'C': 1749513334907, 'F': 2379020632, 'L': 2381359584, 'n': 2338666}
2025-06-10 07:55:37 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:37 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513336440, 's': 'SOLUSDT', 'p': '8.6800', 'P': '5.700', 'w': '154.8098', 'c': '160.9700', 'Q': '4.76', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20928585.27', 'q': '3239949392.3449', 'O': 1749426900000, 'C': 1749513336434, 'F': 2379020632, 'L': 2381359610, 'n': 2338692}
2025-06-10 07:55:39 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:39 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513337986, 's': 'SOLUSDT', 'p': '8.6800', 'P': '5.700', 'w': '154.8098', 'c': '160.9700', 'Q': '4.61', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20928783.55', 'q': '3239981309.4765', 'O': 1749426900000, 'C': 1749513337981, 'F': 2379020632, 'L': 2381359651, 'n': 2338733}
2025-06-10 07:55:41 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:41 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513340669, 's': 'SOLUSDT', 'p': '8.6700', 'P': '5.693', 'w': '154.8098', 'c': '160.9600', 'Q': '31.59', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20928825.10', 'q': '3239987997.3820', 'O': 1749426900000, 'C': 1749513340664, 'F': 2379020632, 'L': 2381359663, 'n': 2338745}
2025-06-10 07:55:43 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:43 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513342798, 's': 'SOLUSDT', 'p': '8.6600', 'P': '5.687', 'w': '154.8102', 'c': '160.9500', 'Q': '0.66', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20930186.01', 'q': '3240207038.8038', 'O': 1749426900000, 'C': 1749513342793, 'F': 2379020632, 'L': 2381359716, 'n': 2338798}
2025-06-10 07:55:45 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:45 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513344825, 's': 'SOLUSDT', 'p': '8.6500', 'P': '5.680', 'w': '154.8102', 'c': '160.9400', 'Q': '0.10', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20930203.30', 'q': '3240209821.5711', 'O': 1749426900000, 'C': 1749513344823, 'F': 2379020632, 'L': 2381359732, 'n': 2338814}
2025-06-10 07:55:47 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:47 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513346832, 's': 'SOLUSDT', 'p': '8.6500', 'P': '5.680', 'w': '154.8114', 'c': '160.9400', 'Q': '3.20', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20934179.65', 'q': '3240849830.9832', 'O': 1749426900000, 'C': 1749513346827, 'F': 2379020632, 'L': 2381359847, 'n': 2338929}
2025-06-10 07:55:48 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:48 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513348754, 's': 'SOLUSDT', 'p': '8.6500', 'P': '5.680', 'w': '154.8116', 'c': '160.9400', 'Q': '8.39', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20934730.82', 'q': '3240938537.1369', 'O': 1749426900000, 'C': 1749513348735, 'F': 2379020632, 'L': 2381359888, 'n': 2338970}
2025-06-10 07:55:51 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:51 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513350916, 's': 'SOLUSDT', 'p': '8.6900', 'P': '5.706', 'w': '154.8117', 'c': '160.9800', 'Q': '0.04', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20935085.85', 'q': '3240995680.6470', 'O': 1749426900000, 'C': 1749513350906, 'F': 2379020632, 'L': 2381359979, 'n': 2339061}
2025-06-10 07:55:53 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:53 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513352908, 's': 'SOLUSDT', 'p': '8.6900', 'P': '5.706', 'w': '154.8120', 'c': '160.9800', 'Q': '0.15', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20936350.60', 'q': '3241199292.3224', 'O': 1749426900000, 'C': 1749513352902, 'F': 2379020632, 'L': 2381360026, 'n': 2339108}
2025-06-10 07:55:55 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:55 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513354948, 's': 'SOLUSDT', 'p': '8.7100', 'P': '5.719', 'w': '154.8121', 'c': '161.0000', 'Q': '0.62', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20936418.84', 'q': '3241210278.1896', 'O': 1749426900000, 'C': 1749513354943, 'F': 2379020632, 'L': 2381360057, 'n': 2339139}
2025-06-10 07:55:57 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:57 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513356973, 's': 'SOLUSDT', 'p': '8.7000', 'P': '5.713', 'w': '154.8121', 'c': '160.9900', 'Q': '1.38', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20936428.36', 'q': '3241211810.8958', 'O': 1749426900000, 'C': 1749513356968, 'F': 2379020632, 'L': 2381360060, 'n': 2339142}
2025-06-10 07:55:58 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:55:58 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513357895, 's': 'SOLUSDT', 'p': '8.7300', 'P': '5.732', 'w': '154.8147', 'c': '161.0200', 'Q': '0.06', 'o': '152.2900', 'h': '161.7000', 'l': '149.5000', 'v': '20945170.49', 'q': '3242619315.9578', 'O': 1749426900000, 'C': 1749513357889, 'F': 2379020632, 'L': 2381360220, 'n': 2339302}
2025-06-10 07:56:01 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:01 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513360873, 's': 'SOLUSDT', 'p': '8.9100', 'P': '5.857', 'w': '154.8173', 'c': '161.0400', 'Q': '0.06', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20925124.13', 'q': '3239570186.2961', 'O': 1749426960000, 'C': 1749513360869, 'F': 2379022389, 'L': 2381360266, 'n': 2337591}
2025-06-10 07:56:03 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:03 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513362814, 's': 'SOLUSDT', 'p': '8.9100', 'P': '5.857', 'w': '154.8173', 'c': '161.0400', 'Q': '3.74', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20925129.71', 'q': '3239571084.8993', 'O': 1749426960000, 'C': 1749513362811, 'F': 2379022389, 'L': 2381360270, 'n': 2337595}
2025-06-10 07:56:05 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:05 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513364986, 's': 'SOLUSDT', 'p': '8.8600', 'P': '5.824', 'w': '154.8176', 'c': '160.9900', 'Q': '0.11', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20926424.40', 'q': '3239779569.7440', 'O': 1749426960000, 'C': 1749513364981, 'F': 2379022389, 'L': 2381360369, 'n': 2337694}
2025-06-10 07:56:07 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:07 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513366875, 's': 'SOLUSDT', 'p': '8.9000', 'P': '5.850', 'w': '154.8178', 'c': '161.0300', 'Q': '0.06', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20926972.69', 'q': '3239867856.8465', 'O': 1749426960000, 'C': 1749513366871, 'F': 2379022389, 'L': 2381360431, 'n': 2337756}
2025-06-10 07:56:09 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:09 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513367972, 's': 'SOLUSDT', 'p': '8.9100', 'P': '5.857', 'w': '154.8178', 'c': '161.0400', 'Q': '0.08', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20926974.93', 'q': '3239868217.5557', 'O': 1749426960000, 'C': 1749513367967, 'F': 2379022389, 'L': 2381360436, 'n': 2337761}
2025-06-10 07:56:11 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:11 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513370978, 's': 'SOLUSDT', 'p': '8.8900', 'P': '5.844', 'w': '154.8179', 'c': '161.0200', 'Q': '1.00', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20927337.67', 'q': '3239926626.9880', 'O': 1749426960000, 'C': 1749513370974, 'F': 2379022389, 'L': 2381360475, 'n': 2337800}
2025-06-10 07:56:13 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:13 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513372998, 's': 'SOLUSDT', 'p': '8.8700', 'P': '5.831', 'w': '154.8180', 'c': '161.0000', 'Q': '0.02', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20927504.33', 'q': '3239953462.1424', 'O': 1749426960000, 'C': 1749513372993, 'F': 2379022389, 'L': 2381360539, 'n': 2337864}
2025-06-10 07:56:15 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:15 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513375007, 's': 'SOLUSDT', 'p': '8.8700', 'P': '5.831', 'w': '154.8180', 'c': '161.0000', 'Q': '0.10', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20927704.78', 'q': '3239985733.9439', 'O': 1749426960000, 'C': 1749513375002, 'F': 2379022389, 'L': 2381360561, 'n': 2337886}
2025-06-10 07:56:17 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:17 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513376866, 's': 'SOLUSDT', 'p': '8.8700', 'P': '5.831', 'w': '154.8180', 'c': '161.0000', 'Q': '4.89', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20927710.58', 'q': '3239986667.7361', 'O': 1749426960000, 'C': 1749513376861, 'F': 2379022389, 'L': 2381360564, 'n': 2337889}
2025-06-10 07:56:19 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:19 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513379022, 's': 'SOLUSDT', 'p': '8.8300', 'P': '5.804', 'w': '154.8190', 'c': '160.9600', 'Q': '1.90', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20931105.56', 'q': '3240533202.9997', 'O': 1749426960000, 'C': 1749513379019, 'F': 2379022389, 'L': 2381360656, 'n': 2337981}
2025-06-10 07:56:21 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:21 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513380903, 's': 'SOLUSDT', 'p': '8.8200', 'P': '5.798', 'w': '154.8190', 'c': '160.9500', 'Q': '6.40', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20931125.35', 'q': '3240536388.3729', 'O': 1749426960000, 'C': 1749513380898, 'F': 2379022389, 'L': 2381360674, 'n': 2337999}
2025-06-10 07:56:23 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:23 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513382685, 's': 'SOLUSDT', 'p': '8.8200', 'P': '5.798', 'w': '154.8192', 'c': '160.9500', 'Q': '39.58', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20931622.72', 'q': '3240616444.0796', 'O': 1749426960000, 'C': 1749513382681, 'F': 2379022389, 'L': 2381360729, 'n': 2338054}
2025-06-10 07:56:25 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:25 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513384687, 's': 'SOLUSDT', 'p': '8.8300', 'P': '5.804', 'w': '154.8192', 'c': '160.9600', 'Q': '9.30', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20931760.34', 'q': '3240638594.4126', 'O': 1749426960000, 'C': 1749513384684, 'F': 2379022389, 'L': 2381360755, 'n': 2338080}
2025-06-10 07:56:27 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2025-06-10 07:56:27 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': '24hrTicker', 'E': 1749513386989, 's': 'SOLUSDT', 'p': '8.8300', 'P': '5.804', 'w': '154.8192', 'c': '160.9600', 'Q': '0.64', 'o': '152.1300', 'h': '161.7000', 'l': '149.5000', 'v': '20931812.86', 'q': '3240647048.0318', 'O': 1749426960000, 'C': 1749513386983, 'F': 2379022389, 'L': 2381360792, 'n': 2338117}
